ano,turno,sigla_uf,sigla_uf_nome,id_municipio,id_municipio_nome,id_municipio_tse,id_municipio_tse_nome,zona,secao,tipo_secao_agregada,numero,nome,tipo,endereco,bairro,cep,telefone,latitude,longitude,situacao,situacao_zona,situacao_secao,situacao_localidade,situacao_secao_acessibilidade,eleitores_secao
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,481,1,1562,COLÉGIO RESSURREIÇÃO NOSSA SENHORA,1,"PRAÇA CORONEL CARNEIRO, 11",FUNDINHO,38400218,32368308,,,1,1,1,1,0,393
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,485,1,1562,COLÉGIO RESSURREIÇÃO NOSSA SENHORA,1,"PRAÇA CORONEL CARNEIRO, 11",FUNDINHO,38400218,32368308,,,1,1,1,1,0,395
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,484,1,1562,COLÉGIO RESSURREIÇÃO NOSSA SENHORA,1,"PRAÇA CORONEL CARNEIRO, 11",FUNDINHO,38400218,32368308,,,1,1,1,1,0,400
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,483,1,1562,COLÉGIO RESSURREIÇÃO NOSSA SENHORA,1,"PRAÇA CORONEL CARNEIRO, 11",FUNDINHO,38400218,32368308,,,1,1,1,1,0,396
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,482,1,1562,COLÉGIO RESSURREIÇÃO NOSSA SENHORA,1,"PRAÇA CORONEL CARNEIRO, 11",FUNDINHO,38400218,32368308,,,1,1,1,1,0,393
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,480,1,1562,COLÉGIO RESSURREIÇÃO NOSSA SENHORA,1,"PRAÇA CORONEL CARNEIRO, 11",FUNDINHO,38400218,32368308,,,1,1,1,1,1,218
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,591,1,1686,COLÉGIO SHALOM,1,"AVENIDA DO PINHO, 565",PLANALTO,38413308,32381185,,,1,1,1,1,1,16
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,610,1,1686,COLÉGIO SHALOM,1,"AVENIDA DO PINHO, 565",PLANALTO,38413308,32381185,,,1,1,1,1,0,397
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,624,2,1686,COLÉGIO SHALOM,1,"AVENIDA DO PINHO, 565",PLANALTO,38413308,32381185,,,1,1,1,1,0,42
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,595,1,1686,COLÉGIO SHALOM,1,"AVENIDA DO PINHO, 565",PLANALTO,38413308,32381185,,,1,1,1,1,0,392
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,605,1,1686,COLÉGIO SHALOM,1,"AVENIDA DO PINHO, 565",PLANALTO,38413308,32381185,,,1,1,1,1,0,399
